id	male_parent	female_parent
ID0485	ID0234	ID0202
ID0486	ID0234	ID0202
ID0487	ID0234	ID0202
ID0488	ID0234	ID0202
ID0489	ID0234	ID0202
ID0490	ID0234	ID0202
ID0491	ID0234	ID0202
ID0492	ID0234	ID0202
ID0404	ID0005	ID0201
ID0393	ID0005	ID0201
ID0395	ID0005	ID0201
ID0397	ID0005	ID0201
ID0398	ID0005	ID0201
ID0399	ID0005	ID0201
ID0402	ID0005	ID0201
ID0403	ID0005	ID0201
ID0406	ID0005	ID0201
ID0407	ID0005	ID0201
ID0409	ID0005	ID0201
ID0411	ID0005	ID0201
ID0412	ID0005	ID0201
ID0413	ID0005	ID0201
ID0415	ID0005	ID0201
ID0420	ID0005	ID0201
ID0423	ID0005	ID0201
ID0428	ID0005	ID0201
ID0432	ID0005	ID0201
ID0434	ID0005	ID0201
ID0436	ID0005	ID0201
ID0441	ID0005	ID0201
ID0446	ID0005	ID0201
ID0450	ID0005	ID0201
ID0458	ID0005	ID0201
ID0361	ID0223	ID0200
ID0362	ID0223	ID0200
ID0363	ID0223	ID0200
ID0364	ID0223	ID0200
ID0365	ID0223	ID0200
ID0366	ID0223	ID0200
ID0367	ID0223	ID0200
ID0368	ID0223	ID0200
ID0369	ID0223	ID0200
ID0370	ID0223	ID0200
ID0371	ID0223	ID0200
ID0372	ID0223	ID0200
ID0373	ID0223	ID0200
ID0374	ID0223	ID0200
ID0375	ID0223	ID0200
ID0376	ID0223	ID0200
ID0377	ID0223	ID0200
ID0378	ID0223	ID0200
ID0379	ID0223	ID0200
ID0380	ID0223	ID0200
ID0381	ID0223	ID0200
ID0382	ID0223	ID0200
ID0383	ID0223	ID0200
ID0384	ID0223	ID0200
ID0385	ID0223	ID0200
ID0469	ID0223	ID0200
ID0470	ID0223	ID0200
ID0480	ID0223	ID0200
ID0326	ID0231	ID0199
ID0278	ID0231	ID0199
ID0279	ID0231	ID0199
ID0302	ID0231	ID0199
ID0303	ID0231	ID0199
ID0305	ID0231	ID0199
ID0308	ID0231	ID0199
ID0317	ID0231	ID0199
ID0318	ID0231	ID0199
ID0319	ID0231	ID0199
ID0322	ID0231	ID0199
ID0325	ID0231	ID0199
ID0329	ID0231	ID0199
ID0330	ID0231	ID0199
ID0332	ID0231	ID0199
ID0333	ID0231	ID0199
ID0334	ID0231	ID0199
ID0336	ID0231	ID0199
ID0337	ID0231	ID0199
ID0338	ID0231	ID0199
ID0342	ID0231	ID0199
ID0345	ID0231	ID0199
ID0349	ID0231	ID0199
ID0350	ID0231	ID0199
ID0352	ID0231	ID0199
ID0422	ID0229	ID0003
ID0390	ID0229	ID0003
ID0392	ID0229	ID0003
ID0400	ID0229	ID0003
ID0401	ID0229	ID0003
ID0405	ID0229	ID0003
ID0410	ID0229	ID0003
ID0414	ID0229	ID0003
ID0416	ID0229	ID0003
ID0418	ID0229	ID0003
ID0419	ID0229	ID0003
ID0421	ID0229	ID0003
ID0424	ID0229	ID0003
ID0425	ID0229	ID0003
ID0429	ID0229	ID0003
ID0430	ID0229	ID0003
ID0435	ID0229	ID0003
ID0437	ID0229	ID0003
ID0438	ID0229	ID0003
ID0440	ID0229	ID0003
ID0442	ID0229	ID0003
ID0444	ID0229	ID0003
ID0451	ID0229	ID0003
ID0459	ID0229	ID0003
ID0461	ID0229	ID0003
ID0795	ID0219	ID0002
ID0806	ID0219	ID0002
ID0782	ID0219	ID0002
ID0783	ID0219	ID0002
ID0784	ID0219	ID0002
ID0785	ID0219	ID0002
ID0786	ID0219	ID0002
ID0792	ID0219	ID0002
ID0793	ID0219	ID0002
ID0794	ID0219	ID0002
ID0798	ID0219	ID0002
ID0802	ID0219	ID0002
ID0803	ID0219	ID0002
ID0804	ID0219	ID0002
ID0805	ID0219	ID0002
ID0809	ID0219	ID0002
ID0811	ID0219	ID0002
ID0814	ID0219	ID0002
ID0815	ID0219	ID0002
ID0817	ID0219	ID0002
ID0821	ID0219	ID0002
ID0823	ID0219	ID0002
ID0826	ID0219	ID0002
ID0827	ID0219	ID0002
ID0829	ID0219	ID0002
ID0209	ID0184	ID0196
ID0248	ID0016	ID0195
ID0197	ID0016	ID0195
ID0268	ID0006	ID0191
ID0198	ID0024	ID0190
ID0259	ID0008	ID0188
ID0260	ID0008	ID0188
ID0272	ID0192	ID0185
ID0271	ID0192	ID0185
ID0249	ID0014	ID0027
ID0276	ID3108	ID0026
ID0277	ID3108	ID0026
ID0258	ID0189	ID0023
ID0273	ID0025	ID0022
ID0253	ID0017	ID0020
ID0255	ID0017	ID0020
ID0252	ID0017	ID0020
ID0254	ID0017	ID0020
ID0257	ID0017	ID0020
ID0274	ID0187	ID0019
ID0275	ID0187	ID0019
ID0267	ID0194	ID0018
ID0269	ID0194	ID0018
ID0270	ID0194	ID0018
ID0261	ID0193	ID0015
ID0262	ID0193	ID0015
ID0251	ID0013	ID0012
ID0250	ID0013	ID0012
ID0264	ID0011	ID0010
ID0266	ID0011	ID0010
ID0263	ID0011	ID0010
ID0265	ID0011	ID0010
ID0256	ID0186	ID0009
ID0210	ID0021	ID0007
ID0215	ID0146	ID0182
ID0217	ID0146	ID0182
ID0222	ID0146	ID0182
ID0219	ID0160	ID0181
ID0216	ID0160	ID0181
ID0220	ID0160	ID0181
ID0212	ID0163	ID0175
ID0218	ID0163	ID0175
ID0237	ID0149	ID0173
ID0238	ID0149	ID0173
ID0240	ID0149	ID0173
ID0226	ID0159	ID0172
ID0231	ID0159	ID0172
ID0234	ID0159	ID0172
ID0239	ID0155	ID0168
ID0214	ID0170	ID0166
ID0221	ID0169	ID0164
ID0230	ID0169	ID0164
ID0211	ID0143	ID0162
ID0213	ID0143	ID0162
ID0246	ID0178	ID0157
ID0232	ID0176	ID0156
ID0235	ID0176	ID0156
ID0236	ID0135	ID0154
ID0199	ID0174	ID0153
ID0202	ID0174	ID0153
ID0205	ID0174	ID0153
ID0206	ID0174	ID0153
ID0227	ID0167	ID0152
ID0228	ID0167	ID0152
ID0203	ID0177	ID0151
ID0200	ID0177	ID0151
ID0245	ID0180	ID0148
ID0247	ID0180	ID0148
ID0225	ID0165	ID0147
ID0242	ID0158	ID0145
ID0229	ID0138	ID0142
ID0005	ID0133	ID0141
ID0224	ID0029	ID0140
ID0244	ID0183	ID0139
ID0002	ID0171	ID0137
ID0003	ID0171	ID0137
ID0004	ID0161	ID0136
ID0223	ID0150	ID0136
ID0241	ID0144	ID0134
ID0243	ID0144	ID0134
ID0207	ID0179	ID0030
ID0201	ID0179	ID0030
ID0204	ID0179	ID0030
ID0208	ID0179	ID0030
ID0233	ID0132	ID0028
ID0026	ID0001	ID0001
ID0192	ID0001	ID0001
ID0194	ID0001	ID0001
ID0186	ID0001	ID0001
ID0010	ID0001	ID0001
ID3108	ID0001	ID0001
ID0196	ID0001	ID0001
ID0190	ID0001	ID0001
ID0193	ID0001	ID0001
ID0189	ID0001	ID0001
ID0191	ID0001	ID0001
ID0013	ID0001	ID0001
ID0022	ID0001	ID0001
ID0009	ID0001	ID0001
ID0014	ID0001	ID0001
ID0024	ID0001	ID0001
ID0006	ID0001	ID0001
ID0019	ID0001	ID0001
ID0187	ID0001	ID0001
ID0017	ID0001	ID0001
ID0021	ID0001	ID0001
ID0016	ID0001	ID0001
ID0011	ID0001	ID0001
ID0007	ID0001	ID0001
ID0015	ID0001	ID0001
ID0023	ID0001	ID0001
ID0188	ID0001	ID0001
ID0195	ID0001	ID0001
ID0025	ID0001	ID0001
ID0012	ID0001	ID0001
ID0018	ID0001	ID0001
ID0027	ID0001	ID0001
ID0185	ID0001	ID0001
ID0008	ID0001	ID0001
ID0020	ID0001	ID0001
ID0184	ID0001	ID0001
ID0183	ID0001	ID0001
ID0144	ID0001	ID0001
ID0167	ID0001	ID0001
ID0171	ID0001	ID0001
ID0158	ID0001	ID0001
ID0133	ID0001	ID0001
ID0135	ID0001	ID0001
ID0138	ID0001	ID0001
ID0146	ID0001	ID0001
ID0150	ID0001	ID0001
ID0169	ID0001	ID0001
ID0174	ID0001	ID0001
ID0179	ID0001	ID0001
ID0143	ID0001	ID0001
ID0161	ID0001	ID0001
ID0163	ID0001	ID0001
ID0149	ID0001	ID0001
ID0159	ID0001	ID0001
ID0160	ID0001	ID0001
ID0165	ID0001	ID0001
ID0170	ID0001	ID0001
ID0178	ID0001	ID0001
ID0180	ID0001	ID0001
ID0176	ID0001	ID0001
ID0029	ID0001	ID0001
ID0155	ID0001	ID0001
ID0028	ID0001	ID0001
ID0136	ID0001	ID0001
ID0140	ID0001	ID0001
ID0145	ID0001	ID0001
ID0153	ID0001	ID0001
ID0162	ID0001	ID0001
ID0166	ID0001	ID0001
ID0175	ID0001	ID0001
ID0182	ID0001	ID0001
ID0141	ID0001	ID0001
ID0147	ID0001	ID0001
ID0164	ID0001	ID0001
ID0168	ID0001	ID0001
ID0172	ID0001	ID0001
ID0148	ID0001	ID0001
ID0173	ID0001	ID0001
ID0030	ID0001	ID0001
ID0181	ID0001	ID0001
ID0156	ID0001	ID0001
ID0151	ID0001	ID0001
ID0152	ID0001	ID0001
ID0154	ID0001	ID0001
ID0157	ID0001	ID0001
ID0142	ID0001	ID0001
ID0132	ID0001	ID0001
ID0134	ID0001	ID0001
ID0137	ID0001	ID0001
ID0139	ID0001	ID0001
ID0177	ID0001	ID0001
